customer_id,age,income,employment_length,loan_amount,loan_term,interest_rate,credit_score,dti_ratio,existing_loans,previous_defaults,employment_type,education,marital_status,loan_purpose,loan_default
CUST-005478,50,61083.01,26,49123.96,48,18.64,305,0.2833,6,0,SALARIED,PHD,DIVORCED,BUSINESS,1
CUST-005479,36,78360.11,12,76763.79,12,11.24,360,0.0654,5,0,SELF_EMPLOYED,PHD,DIVORCED,BUSINESS,0
CUST-005480,69,85582.02,9,61598.41,60,6.56,507,0.1393,3,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,BUSINESS,1
CUST-005481,68,115258.99,30,21888.58,12,7.88,588,0.1200,2,0,RETIRED,PHD,SINGLE,BUSINESS,1
CUST-005482,69,22389.25,24,44587.04,48,8.21,516,0.6914,5,0,UNEMPLOYED,PHD,DIVORCED,EDUCATION,1
CUST-005483,25,186834.30,7,41471.42,48,5.45,310,0.6515,4,0,RETIRED,BACHELORS,SINGLE,EDUCATION,0
CUST-005484,37,178333.51,19,8291.79,60,14.97,679,0.6292,3,0,SALARIED,HIGH_SCHOOL,MARRIED,HOME,1
CUST-005485,40,38221.88,22,5046.09,36,20.14,492,0.2198,2,0,SALARIED,HIGH_SCHOOL,MARRIED,EDUCATION,0
CUST-005486,58,89953.88,27,21541.63,60,19.05,737,0.6110,4,0,SELF_EMPLOYED,BACHELORS,DIVORCED,BUSINESS,1
CUST-005487,27,47813.45,9,49777.92,36,6.79,335,0.5950,6,0,RETIRED,BACHELORS,SINGLE,HOME,1
CUST-005488,50,27048.73,29,35191.56,60,24.60,396,0.6189,3,0,RETIRED,MASTERS,MARRIED,EDUCATION,1
CUST-005489,32,62373.25,7,68737.26,24,14.51,357,0.1174,0,2,SALARIED,BACHELORS,SINGLE,EDUCATION,1
CUST-005490,57,37107.98,7,87434.00,48,24.49,454,0.1938,2,0,SELF_EMPLOYED,BACHELORS,MARRIED,HOME,0
CUST-005491,61,?,10,42449.73,24,21.63,390,0.1382,1,0,UNEMPLOYED,MASTERS,MARRIED,PERSONAL,0
CUST-005492,29,60349.13,11,45137.96,36,16.67,505,0.5282,2,0,UNEMPLOYED,MASTERS,SINGLE,HOME,1
CUST-005493,52,127402.98,16,3841.20,12,6.94,500,0.5198,4,0,SELF_EMPLOYED,PHD,MARRIED,HOME,1
CUST-005494,57,180769.41,18,86856.63,36,12.68,564,0.2025,6,2,RETIRED,PHD,SINGLE,AUTO,1
CUST-005495,58,53321.48,26,10059.65,60,21.80,322,0.3244,2,1,RETIRED,HIGH_SCHOOL,MARRIED,HOME,1
CUST-005496,62,152851.88,13,39197.58,36,14.04,597,0.1415,5,0,SALARIED,PHD,DIVORCED,HOME,0
CUST-005497,33,79240.20,9,8311.99,48,19.19,414,0.1291,3,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,PERSONAL,0
CUST-005498,69,85206.35,17,43431.22,24,13.40,761,0.3069,4,0,RETIRED,PHD,SINGLE,EDUCATION,0
CUST-005499,42,62473.82,14,11857.01,12,10.75,780,0.4002,6,0,SELF_EMPLOYED,MASTERS,SINGLE,AUTO,1
CUST-005500,70,63694.24,31,19502.72,48,17.31,457,0.0683,5,0,SELF_EMPLOYED,PHD,MARRIED,BUSINESS,1
CUST-005501,69,88488.22,17,64132.92,48,22.15,637,0.5960,0,0,RETIRED,MASTERS,MARRIED,AUTO,0
CUST-005502,34,72362.82,0,79077.23,48,12.35,839,0.4058,4,0,RETIRED,HIGH_SCHOOL,SINGLE,AUTO,0
CUST-005503,22,119501.92,4,66692.07,60,7.05,418,0.1579,3,0,RETIRED,BACHELORS,DIVORCED,PERSONAL,0
CUST-005504,27,173042.34,8,67212.99,36,8.97,?,0.5574,0,3,RETIRED,MASTERS,MARRIED,BUSINESS,1
CUST-005505,50,98836.59,14,37009.66,60,12.81,379,0.1005,2,0,RETIRED,MASTERS,SINGLE,HOME,1
CUST-005506,56,176137.72,24,78447.89,60,8.22,439,0.1454,1,0,UNEMPLOYED,MASTERS,MARRIED,EDUCATION,0
CUST-005507,65,22961.59,33,83666.38,48,11.44,833,0.1629,0,0,RETIRED,BACHELORS,MARRIED,AUTO,0
CUST-005508,67,104559.12,18,65796.79,12,6.81,514,0.1429,2,0,UNEMPLOYED,HIGH_SCHOOL,SINGLE,AUTO,1
CUST-005509,41,38800.93,12,46703.32,60,12.29,504,0.3674,4,0,SALARIED,BACHELORS,SINGLE,HOME,1
CUST-005510,24,189679.58,6,71227.12,60,10.37,720,0.0693,2,0,SALARIED,BACHELORS,SINGLE,BUSINESS,0
CUST-005511,37,96570.38,19,15973.03,12,21.58,?,0.3130,3,0,SELF_EMPLOYED,MASTERS,DIVORCED,EDUCATION,0
CUST-005512,34,167618.40,16,71530.98,24,5.47,723,0.5151,3,0,RETIRED,HIGH_SCHOOL,SINGLE,EDUCATION,0
CUST-005513,41,163225.16,23,3521.31,60,17.90,557,0.0922,6,0,UNEMPLOYED,PHD,SINGLE,BUSINESS,1
CUST-005514,29,143845.31,9,27241.59,48,11.46,766,0.3202,5,1,UNEMPLOYED,PHD,MARRIED,EDUCATION,0
CUST-005515,24,28692.57,6,27526.06,48,23.11,504,0.1738,2,0,UNEMPLOYED,HIGH_SCHOOL,SINGLE,AUTO,0
CUST-005516,57,26271.19,33,19265.28,48,6.02,755,0.5257,5,0,SELF_EMPLOYED,MASTERS,DIVORCED,EDUCATION,0
CUST-005517,42,89453.95,10,46681.98,36,5.62,?,0.4251,4,0,SALARIED,BACHELORS,MARRIED,BUSINESS,0
CUST-005518,51,113381.89,20,32509.65,60,23.54,516,0.2111,0,0,SELF_EMPLOYED,BACHELORS,MARRIED,PERSONAL,0
CUST-005519,25,175318.14,4,69468.13,12,14.93,451,0.3915,5,0,SELF_EMPLOYED,PHD,SINGLE,BUSINESS,1
CUST-005520,63,29604.86,23,36605.40,12,20.99,336,0.4043,1,0,UNEMPLOYED,BACHELORS,SINGLE,BUSINESS,1
CUST-005521,65,92828.62,27,20307.85,48,16.89,313,0.5889,5,0,RETIRED,BACHELORS,DIVORCED,EDUCATION,1
CUST-005522,62,85924.02,30,52576.28,24,5.42,800,0.6007,1,0,UNEMPLOYED,PHD,DIVORCED,AUTO,0
CUST-005523,46,18188.23,28,73131.42,12,12.02,837,0.2965,1,0,SELF_EMPLOYED,BACHELORS,SINGLE,PERSONAL,1
CUST-005524,70,92538.49,21,61881.80,48,9.49,588,0.3525,1,0,SALARIED,MASTERS,MARRIED,BUSINESS,0
CUST-005525,36,53765.89,13,79176.68,12,16.49,579,0.1984,2,0,SALARIED,MASTERS,MARRIED,PERSONAL,0
CUST-005526,32,19493.16,14,19620.08,12,19.64,659,0.3682,1,0,UNEMPLOYED,MASTERS,MARRIED,EDUCATION,1
CUST-005527,59,24625.32,27,5634.76,60,21.52,599,0.5349,4,0,SALARIED,BACHELORS,MARRIED,HOME,1
CUST-005528,35,81156.19,17,42867.83,12,9.47,645,0.5565,6,3,SALARIED,BACHELORS,SINGLE,PERSONAL,1
CUST-005529,45,56178.44,27,45749.81,60,16.92,421,0.3007,5,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,AUTO,1
CUST-005530,27,168283.40,9,83869.49,12,20.36,555,0.1165,0,0,SALARIED,HIGH_SCHOOL,MARRIED,PERSONAL,0
CUST-005531,35,180305.06,17,63793.66,60,15.76,467,0.3492,2,0,UNEMPLOYED,BACHELORS,SINGLE,PERSONAL,1
CUST-005532,49,187393.72,27,19026.49,48,17.03,384,0.4080,1,0,SALARIED,BACHELORS,MARRIED,HOME,1
CUST-005533,64,112447.83,26,79578.10,36,16.59,620,0.0836,4,0,SALARIED,HIGH_SCHOOL,SINGLE,BUSINESS,1
CUST-005534,32,46609.91,11,82544.38,48,13.79,848,0.5988,4,0,SALARIED,MASTERS,MARRIED,BUSINESS,0
CUST-005535,62,83293.15,4,43319.26,36,10.44,849,0.0984,6,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,AUTO,0
CUST-005536,21,75382.26,3,77321.04,24,22.74,314,0.1274,2,3,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,EDUCATION,1
CUST-005537,26,35402.62,8,9165.07,60,8.99,496,0.2365,5,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,PERSONAL,0
CUST-005538,36,165947.53,18,37600.88,36,9.38,572,0.6316,3,0,UNEMPLOYED,PHD,DIVORCED,BUSINESS,1
CUST-005539,21,42025.64,3,63257.40,36,11.95,799,0.6089,0,2,RETIRED,BACHELORS,DIVORCED,PERSONAL,0
CUST-005540,48,184745.06,12,74979.06,24,9.06,511,0.1880,1,0,SELF_EMPLOYED,BACHELORS,DIVORCED,BUSINESS,1
CUST-005541,54,55059.40,16,44542.48,24,22.89,576,0.0539,3,0,UNEMPLOYED,BACHELORS,SINGLE,PERSONAL,0
CUST-005542,64,34281.73,12,33707.07,48,10.26,837,0.3939,2,0,RETIRED,MASTERS,DIVORCED,PERSONAL,1
CUST-005543,25,83448.38,7,7452.74,48,13.56,840,0.6911,2,0,SALARIED,PHD,SINGLE,AUTO,0
CUST-005544,53,87059.92,28,28094.11,24,22.39,794,0.2378,4,0,RETIRED,BACHELORS,SINGLE,EDUCATION,0
CUST-005545,49,48588.57,25,30400.78,24,7.91,515,0.2508,0,0,UNEMPLOYED,MASTERS,MARRIED,AUTO,0
CUST-005546,48,167409.44,27,55923.41,48,10.13,381,0.1056,5,0,SELF_EMPLOYED,MASTERS,MARRIED,HOME,1
CUST-005547,35,154128.77,17,72013.45,48,15.16,482,0.6520,6,0,SALARIED,PHD,DIVORCED,AUTO,1
CUST-005548,37,151184.07,0,30452.77,60,22.37,777,0.0747,1,0,RETIRED,BACHELORS,DIVORCED,AUTO,0
CUST-005549,65,180763.32,1,38079.63,36,23.42,703,0.3007,3,0,SELF_EMPLOYED,MASTERS,DIVORCED,EDUCATION,0
CUST-005550,35,36440.66,17,25477.45,60,15.90,590,0.5862,6,0,SELF_EMPLOYED,PHD,MARRIED,AUTO,0
CUST-005551,66,196856.17,13,56430.93,12,12.43,387,0.0787,1,0,SALARIED,PHD,SINGLE,BUSINESS,0
CUST-005552,43,56889.62,7,75686.14,12,16.20,432,0.6259,6,0,RETIRED,PHD,MARRIED,HOME,1
CUST-005553,41,46010.43,12,9691.59,60,10.32,633,0.1601,0,0,RETIRED,MASTERS,MARRIED,EDUCATION,1
CUST-005554,31,119191.20,13,19131.85,48,18.92,738,0.5930,1,3,UNEMPLOYED,HIGH_SCHOOL,SINGLE,BUSINESS,1
CUST-005555,66,34780.28,19,56800.17,48,20.38,815,0.3025,3,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,BUSINESS,1
CUST-005556,28,103416.37,10,40758.73,36,13.01,390,0.5409,4,0,SALARIED,BACHELORS,SINGLE,HOME,0
CUST-005557,65,168602.42,32,29418.26,24,7.48,397,0.4962,0,0,RETIRED,MASTERS,DIVORCED,AUTO,1
CUST-005558,52,185022.63,5,84980.74,12,23.50,334,0.3396,4,0,UNEMPLOYED,HIGH_SCHOOL,SINGLE,HOME,1
CUST-005559,32,175707.53,14,36144.81,12,8.53,325,0.1449,3,0,SALARIED,HIGH_SCHOOL,MARRIED,AUTO,0
CUST-005560,25,179248.27,7,34371.22,36,13.07,568,0.4884,0,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,HOME,0
CUST-005561,56,97805.01,12,46876.74,48,17.74,566,0.4746,1,0,UNEMPLOYED,PHD,DIVORCED,HOME,1
CUST-005562,30,117783.36,6,48762.17,12,16.12,312,0.5230,3,0,SELF_EMPLOYED,MASTERS,DIVORCED,PERSONAL,1
CUST-005563,31,108629.56,13,70976.17,48,18.13,337,0.4093,2,0,RETIRED,HIGH_SCHOOL,SINGLE,PERSONAL,0
CUST-005564,28,27134.38,10,10986.99,60,22.29,767,0.1761,2,0,SELF_EMPLOYED,PHD,MARRIED,AUTO,0
CUST-005565,34,166453.62,16,72889.83,60,7.45,416,0.1718,4,0,SALARIED,BACHELORS,SINGLE,EDUCATION,0
CUST-005566,68,122010.25,14,42192.64,24,6.69,620,0.1539,2,1,UNEMPLOYED,MASTERS,MARRIED,EDUCATION,1
CUST-005567,26,22508.69,8,21496.20,24,14.17,685,0.5373,1,3,SELF_EMPLOYED,MASTERS,SINGLE,AUTO,1
CUST-005568,65,58815.42,24,42901.24,24,17.17,630,0.4268,2,0,RETIRED,BACHELORS,SINGLE,EDUCATION,1
CUST-005569,24,97195.23,6,46040.18,36,12.22,686,0.2220,6,0,SALARIED,PHD,MARRIED,BUSINESS,0
CUST-005570,34,132590.26,2,28760.91,24,12.05,750,0.3302,1,0,SELF_EMPLOYED,MASTERS,SINGLE,EDUCATION,0
CUST-005571,41,134619.26,21,73588.77,24,8.30,792,0.6601,4,0,UNEMPLOYED,BACHELORS,SINGLE,AUTO,0
CUST-005572,57,52185.63,14,44250.06,48,12.72,418,0.3849,2,0,SALARIED,HIGH_SCHOOL,MARRIED,BUSINESS,1
CUST-005573,53,92245.49,20,63606.51,60,15.75,319,0.0716,0,0,RETIRED,MASTERS,DIVORCED,EDUCATION,0
CUST-005574,31,38462.10,8,69537.92,36,22.05,436,0.2828,3,3,RETIRED,BACHELORS,DIVORCED,BUSINESS,1
CUST-005575,42,66994.15,6,61236.63,60,18.84,453,0.6845,4,0,SALARIED,HIGH_SCHOOL,MARRIED,EDUCATION,1
CUST-005576,25,116603.98,7,8472.54,48,8.02,560,0.4650,6,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,EDUCATION,0
CUST-005577,47,20085.32,21,53399.41,12,13.33,350,0.2382,2,0,UNEMPLOYED,MASTERS,MARRIED,AUTO,0
CUST-005578,65,105622.31,18,31179.20,48,12.75,673,0.4834,3,0,UNEMPLOYED,BACHELORS,SINGLE,BUSINESS,0
CUST-005579,41,80790.32,4,16599.26,60,19.37,396,0.5966,1,1,RETIRED,BACHELORS,SINGLE,PERSONAL,1
CUST-005580,46,63984.24,28,58742.44,48,19.04,466,0.4013,3,0,UNEMPLOYED,HIGH_SCHOOL,SINGLE,BUSINESS,1
CUST-005581,36,170490.82,6,47158.84,24,12.55,641,0.6767,6,0,RETIRED,PHD,DIVORCED,HOME,1
CUST-005582,64,107872.26,4,48537.19,48,6.12,798,0.4664,1,0,RETIRED,BACHELORS,SINGLE,HOME,0
CUST-005583,65,122215.10,25,52776.08,12,14.64,461,0.5843,5,0,SELF_EMPLOYED,BACHELORS,SINGLE,AUTO,1
CUST-005584,21,180188.90,3,54344.90,48,18.32,438,0.2192,3,0,SALARIED,MASTERS,DIVORCED,EDUCATION,1
CUST-005585,21,186433.89,3,83613.78,60,13.02,557,0.4892,5,0,SELF_EMPLOYED,BACHELORS,MARRIED,AUTO,1
CUST-005586,41,43948.67,10,87534.99,36,9.39,820,0.1912,2,0,RETIRED,HIGH_SCHOOL,SINGLE,EDUCATION,0
CUST-005587,37,188746.18,19,54375.11,60,12.56,415,0.4782,3,0,RETIRED,BACHELORS,DIVORCED,PERSONAL,1
CUST-005588,29,64701.07,11,17777.94,24,16.28,692,0.2051,5,0,UNEMPLOYED,MASTERS,SINGLE,AUTO,1
CUST-005589,61,60158.15,25,21174.74,12,13.32,792,0.5723,1,0,UNEMPLOYED,HIGH_SCHOOL,SINGLE,AUTO,0
CUST-005590,38,186060.75,15,54896.04,24,16.67,706,0.4883,4,0,UNEMPLOYED,MASTERS,SINGLE,BUSINESS,0
CUST-005591,26,164960.96,8,85030.78,24,16.27,598,0.4922,4,0,UNEMPLOYED,PHD,SINGLE,HOME,1
CUST-005592,53,172735.44,5,66357.15,36,6.55,632,0.2668,3,0,UNEMPLOYED,BACHELORS,MARRIED,PERSONAL,0
CUST-005593,49,199441.27,7,86551.18,36,22.42,725,0.1378,6,0,UNEMPLOYED,BACHELORS,MARRIED,EDUCATION,1
CUST-005594,66,28266.13,11,24812.04,12,15.33,319,0.6692,5,2,RETIRED,HIGH_SCHOOL,DIVORCED,AUTO,1
CUST-005595,39,35461.55,21,21417.22,36,18.38,720,0.1728,4,0,RETIRED,HIGH_SCHOOL,SINGLE,EDUCATION,0
CUST-005596,42,85347.04,3,78801.12,60,10.33,544,0.4912,0,0,UNEMPLOYED,MASTERS,SINGLE,PERSONAL,1
CUST-005597,69,177364.85,?,18211.84,36,9.42,533,0.0801,5,0,SALARIED,HIGH_SCHOOL,SINGLE,PERSONAL,0
CUST-005598,61,70758.60,1,18116.63,36,17.95,732,0.2381,1,0,UNEMPLOYED,HIGH_SCHOOL,DIVORCED,AUTO,1
CUST-005599,68,66935.19,5,31527.86,60,18.00,598,0.4678,1,0,SELF_EMPLOYED,PHD,MARRIED,EDUCATION,0
CUST-005600,30,65225.43,11,82695.88,12,11.44,791,0.3303,6,3,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,HOME,0
CUST-005601,26,22040.47,8,38775.59,24,18.63,819,0.4363,6,0,RETIRED,PHD,SINGLE,AUTO,1
CUST-005602,29,71856.53,11,88445.57,24,9.98,622,0.2835,0,0,RETIRED,HIGH_SCHOOL,DIVORCED,AUTO,0
CUST-005603,46,183595.27,27,7417.35,12,8.50,827,0.5805,0,0,UNEMPLOYED,BACHELORS,SINGLE,AUTO,1
CUST-005604,36,49045.14,4,75608.19,24,18.63,621,0.2157,3,0,RETIRED,HIGH_SCHOOL,MARRIED,BUSINESS,0
CUST-005605,24,190636.97,6,17657.97,12,17.78,666,0.1471,1,3,UNEMPLOYED,HIGH_SCHOOL,SINGLE,HOME,1
CUST-005606,37,92898.18,19,87871.88,48,5.91,306,0.4882,3,0,UNEMPLOYED,PHD,MARRIED,EDUCATION,0
CUST-005607,32,80057.85,14,86352.10,24,18.00,373,0.3153,3,2,RETIRED,BACHELORS,MARRIED,EDUCATION,1
CUST-005608,64,103094.95,16,17781.29,24,24.48,787,0.6623,3,0,SALARIED,BACHELORS,DIVORCED,BUSINESS,0
CUST-005609,35,110983.21,3,56658.16,36,7.09,619,0.5577,6,0,SELF_EMPLOYED,BACHELORS,MARRIED,PERSONAL,0
CUST-005610,49,52669.37,3,78346.39,12,12.17,562,0.4937,6,0,SALARIED,BACHELORS,DIVORCED,AUTO,1
CUST-005611,47,145285.86,2,76373.77,60,19.43,453,0.0643,2,0,SALARIED,HIGH_SCHOOL,DIVORCED,EDUCATION,0
CUST-005612,24,135825.21,6,27212.49,36,14.99,420,0.5782,6,0,RETIRED,BACHELORS,SINGLE,HOME,0
CUST-005613,47,189295.66,27,19337.08,12,14.91,435,0.1606,0,0,UNEMPLOYED,BACHELORS,MARRIED,HOME,1
CUST-005614,21,131169.75,2,21833.22,36,13.77,351,0.1256,2,0,SALARIED,MASTERS,MARRIED,PERSONAL,1
CUST-005615,30,131289.87,12,16137.16,24,13.40,633,0.4616,1,0,RETIRED,HIGH_SCHOOL,MARRIED,EDUCATION,0
CUST-005616,44,47938.86,8,3194.68,36,6.47,701,0.1254,4,0,SALARIED,MASTERS,DIVORCED,PERSONAL,0
CUST-005617,48,93138.99,30,17949.19,48,22.44,621,0.2973,5,0,SELF_EMPLOYED,MASTERS,MARRIED,BUSINESS,0
CUST-005618,21,75380.56,3,41661.24,60,12.87,819,0.0659,4,0,SELF_EMPLOYED,BACHELORS,SINGLE,PERSONAL,1
CUST-005619,70,154098.17,22,16100.06,48,14.56,717,0.3226,1,0,SALARIED,BACHELORS,DIVORCED,BUSINESS,0
CUST-005620,34,31711.18,14,30504.44,60,17.99,786,0.6670,3,0,SELF_EMPLOYED,MASTERS,SINGLE,PERSONAL,1
CUST-005621,54,163921.04,12,38404.38,12,10.75,762,0.3146,0,0,SALARIED,HIGH_SCHOOL,MARRIED,EDUCATION,0
CUST-005622,47,113944.77,7,39453.07,36,5.06,354,0.5232,4,0,SALARIED,BACHELORS,SINGLE,HOME,0
CUST-005623,35,27836.12,17,87100.25,24,7.59,649,0.6687,6,0,RETIRED,HIGH_SCHOOL,MARRIED,EDUCATION,1
CUST-005624,37,?,19,4226.12,60,7.36,685,0.2658,0,0,SELF_EMPLOYED,BACHELORS,MARRIED,PERSONAL,0
CUST-005625,67,166938.09,22,29995.45,12,18.60,781,0.6436,5,0,UNEMPLOYED,PHD,SINGLE,HOME,0
CUST-005626,43,19424.95,0,13067.83,48,9.41,734,0.6058,4,0,SALARIED,PHD,MARRIED,HOME,0
CUST-005627,39,45396.76,12,19416.44,24,18.97,492,0.3932,1,0,UNEMPLOYED,HIGH_SCHOOL,DIVORCED,EDUCATION,1
CUST-005628,66,165956.58,3,52140.07,60,15.65,625,0.1191,0,3,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,BUSINESS,1
CUST-005629,23,71852.36,5,20243.44,60,7.50,789,0.5827,0,0,UNEMPLOYED,PHD,MARRIED,PERSONAL,0
CUST-005630,31,166111.56,13,81196.23,24,16.46,584,0.4279,3,0,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,PERSONAL,1
CUST-005631,34,84985.20,8,68650.30,48,12.92,478,0.0691,2,0,RETIRED,BACHELORS,DIVORCED,AUTO,0
CUST-005632,34,166645.73,16,70105.36,12,11.78,584,0.5611,5,0,SELF_EMPLOYED,PHD,MARRIED,PERSONAL,1
CUST-005633,55,37152.87,23,18077.02,60,20.85,345,0.0533,4,0,SALARIED,PHD,MARRIED,AUTO,0
CUST-005634,61,49326.87,?,85484.07,24,17.56,335,0.4418,0,0,SALARIED,HIGH_SCHOOL,MARRIED,PERSONAL,0
CUST-005635,21,28540.27,3,35332.42,60,13.57,356,0.3984,5,0,RETIRED,MASTERS,SINGLE,BUSINESS,1
CUST-005636,65,31307.52,9,50740.45,12,23.69,680,0.5263,0,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,PERSONAL,0
CUST-005637,42,87547.49,14,4232.62,60,11.33,833,0.6697,3,0,SALARIED,MASTERS,MARRIED,PERSONAL,0
CUST-005638,39,127354.44,?,33390.87,48,6.05,557,0.5188,2,0,SALARIED,HIGH_SCHOOL,DIVORCED,AUTO,1
CUST-005639,49,90162.99,9,86806.94,12,5.78,345,0.1500,2,0,SELF_EMPLOYED,PHD,DIVORCED,PERSONAL,1
CUST-005640,29,43727.06,11,83487.82,60,22.19,473,0.5095,2,0,UNEMPLOYED,BACHELORS,DIVORCED,EDUCATION,1
CUST-005641,37,187047.09,19,19159.20,36,9.88,569,0.4393,0,0,UNEMPLOYED,PHD,DIVORCED,HOME,0
CUST-005642,36,61347.55,18,45478.27,36,13.49,483,0.6463,0,0,SALARIED,BACHELORS,DIVORCED,PERSONAL,1
CUST-005643,68,145583.21,23,6561.77,36,13.92,426,0.4159,5,0,SALARIED,MASTERS,DIVORCED,PERSONAL,1
CUST-005644,26,67526.86,8,20343.11,36,10.92,311,0.5103,0,2,UNEMPLOYED,PHD,MARRIED,AUTO,1
CUST-005645,60,80956.13,30,26249.01,60,23.21,332,0.0523,6,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,HOME,0
CUST-005646,34,103773.01,1,83230.13,60,16.37,802,0.1732,4,2,RETIRED,MASTERS,DIVORCED,HOME,1
CUST-005647,57,110371.27,21,56009.02,36,6.77,?,0.6619,1,0,SELF_EMPLOYED,PHD,MARRIED,HOME,1
CUST-005648,28,119115.26,6,83563.07,60,10.27,784,0.6378,4,0,SELF_EMPLOYED,BACHELORS,MARRIED,AUTO,1
CUST-005649,24,185997.12,6,71393.02,48,24.43,638,0.6915,1,0,SELF_EMPLOYED,PHD,DIVORCED,BUSINESS,1
CUST-005650,68,100826.58,34,11462.09,48,10.38,336,0.4440,2,0,RETIRED,BACHELORS,MARRIED,AUTO,1
CUST-005651,62,110968.15,13,37809.40,60,8.17,351,0.1157,6,0,UNEMPLOYED,BACHELORS,MARRIED,HOME,0
CUST-005652,46,172752.69,13,68216.05,12,22.09,494,0.5483,6,0,RETIRED,BACHELORS,SINGLE,AUTO,1
CUST-005653,67,129341.48,13,22623.13,60,9.85,707,0.2082,3,0,RETIRED,HIGH_SCHOOL,DIVORCED,HOME,0
CUST-005654,52,184567.51,26,38418.14,36,10.11,347,0.2641,1,0,UNEMPLOYED,MASTERS,MARRIED,PERSONAL,1
CUST-005655,53,42898.57,10,37834.47,12,11.99,337,0.4810,2,0,SALARIED,BACHELORS,SINGLE,EDUCATION,1
CUST-005656,58,61647.62,28,81473.23,24,20.82,564,0.5841,6,0,SELF_EMPLOYED,BACHELORS,DIVORCED,EDUCATION,1
CUST-005657,44,192192.98,26,35736.10,60,9.23,630,0.6526,4,0,RETIRED,HIGH_SCHOOL,SINGLE,EDUCATION,1
CUST-005658,21,131966.17,3,10037.27,24,6.02,465,0.3603,1,0,UNEMPLOYED,MASTERS,DIVORCED,HOME,0
CUST-005659,42,?,23,78966.31,60,21.79,625,0.4078,6,0,SALARIED,MASTERS,DIVORCED,PERSONAL,0
CUST-005660,25,193347.27,7,67921.97,24,24.44,460,0.6544,1,0,SALARIED,BACHELORS,SINGLE,PERSONAL,0
CUST-005661,63,86662.96,20,27356.07,60,20.80,430,0.0720,3,0,RETIRED,PHD,MARRIED,BUSINESS,0
CUST-005662,65,133925.74,24,54738.75,60,7.79,656,0.3168,3,0,SELF_EMPLOYED,BACHELORS,MARRIED,EDUCATION,0
CUST-005663,24,56968.01,5,25581.48,48,15.90,561,0.1920,0,0,SALARIED,BACHELORS,SINGLE,EDUCATION,0
CUST-005664,22,182554.89,4,31940.42,24,7.42,737,0.1652,4,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,PERSONAL,0
CUST-005665,39,122610.97,17,17761.91,24,23.05,806,0.3560,5,0,SELF_EMPLOYED,MASTERS,SINGLE,HOME,0
CUST-005666,45,187260.07,22,26350.40,12,13.33,395,0.4542,1,3,RETIRED,BACHELORS,DIVORCED,PERSONAL,1
CUST-005667,61,132623.73,25,39215.74,36,21.76,386,0.6090,1,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,AUTO,1
CUST-005668,48,92143.60,22,29355.71,36,12.24,638,0.3530,1,0,SELF_EMPLOYED,MASTERS,MARRIED,BUSINESS,0
CUST-005669,21,127207.25,3,18460.61,24,8.79,306,0.3865,4,0,UNEMPLOYED,HIGH_SCHOOL,SINGLE,PERSONAL,1
CUST-005670,67,140249.23,?,85369.74,48,9.89,577,0.0803,5,0,SALARIED,PHD,SINGLE,AUTO,0
CUST-005671,43,189087.41,19,27941.62,60,7.62,635,0.1470,2,0,SELF_EMPLOYED,BACHELORS,DIVORCED,BUSINESS,0
CUST-005672,66,37988.47,30,26051.60,48,7.01,624,0.6567,1,3,RETIRED,HIGH_SCHOOL,MARRIED,AUTO,1
CUST-005673,34,69034.81,16,31043.18,48,23.93,407,0.1284,6,0,RETIRED,HIGH_SCHOOL,MARRIED,AUTO,0
CUST-005674,58,96266.98,3,53697.89,48,24.87,582,0.0844,0,0,SELF_EMPLOYED,PHD,DIVORCED,PERSONAL,1
CUST-005675,69,182090.61,34,47475.72,36,19.00,808,0.4012,1,0,UNEMPLOYED,MASTERS,SINGLE,HOME,1
CUST-005676,38,67886.25,2,46238.76,36,21.63,796,0.0901,2,0,SALARIED,BACHELORS,SINGLE,AUTO,0
CUST-005677,29,90494.39,4,82563.18,48,14.10,577,0.4459,5,0,SALARIED,HIGH_SCHOOL,SINGLE,BUSINESS,1
CUST-005678,48,130652.18,30,87910.27,24,23.33,343,0.3660,3,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,PERSONAL,0
CUST-005679,68,98240.45,20,72831.68,48,24.20,737,0.1900,2,0,SALARIED,PHD,SINGLE,EDUCATION,1
CUST-005680,60,118769.03,5,22314.69,12,6.90,443,0.6845,1,0,RETIRED,PHD,MARRIED,HOME,0
